season,wkday,date,hr,holiday,temp,windspd,hum,adjtemp,condition,casual,member,total
3,6,2016-08-14,1,1,0.7328,0.3103,0.87,0.8055,1,31,50,81
3,6,2016-08-14,2,1,0.7161,0.2241,0.89,0.7868,1,34,42,76
3,6,2016-08-14,3,1,0.7182,0.2414,0.88,0.7884,1,31,30,61
3,6,2016-08-14,4,1,0.714,0.3793,0.83,0.7707,1,25,38,63
3,6,2016-08-14,5,1,0.714,0.2931,0.83,0.7707,1,19,35,54
3,6,2016-08-14,6,1,0.7098,0.3621,0.79,0.7574,1,17,20,37
3,6,2016-08-14,7,1,0.7265,0.3621,0.76,0.7708,1,7,10,17
3,6,2016-08-14,8,1,0.739,0.3103,0.71,0.7756,1,2,5,7
3,6,2016-08-14,9,1,0.7787,0.3103,0.66,0.8116,1,1,2,3
3,6,2016-08-14,10,1,0.7975,0.3448,0.61,0.8221,1,12,11,23
3,6,2016-08-14,11,1,0.8142,0.4655,0.54,0.8216,1,12,33,45
3,6,2016-08-14,12,1,0.833,0.3966,0.52,0.8386,1,13,37,50
3,6,2016-08-14,13,1,0.8768,0.4655,0.47,0.8752,1,60,64,124
3,6,2016-08-14,14,1,0.8413,0.3793,0.51,0.8458,1,77,93,170
3,6,2016-08-14,15,1,0.8601,0.3966,0.48,0.8576,1,108,109,217
3,6,2016-08-14,16,1,0.8434,0.5172,0.47,0.835,1,149,118,267
3,6,2016-08-14,17,1,0.8163,0.4655,0.52,0.818,1,146,124,270
3,6,2016-08-14,18,1,0.7975,0.4138,0.52,0.7962,1,202,120,322
3,6,2016-08-14,19,1,0.7766,0.3103,0.57,0.7857,1,192,147,339
3,6,2016-08-14,20,1,0.7641,0.3276,0.61,0.7815,1,200,144,344
3,6,2016-08-14,21,1,0.7453,0.2759,0.64,0.7655,1,170,147,317
3,6,2016-08-14,22,1,0.7035,0.2414,0.79,0.7494,1,127,134,261
3,6,2016-08-14,23,1,0.6806,0.1724,0.83,0.7292,1,107,97,204
3,0,2016-08-15,0,0,0.6722,0.1034,0.84,0.7209,1,99,89,188
3,0,2016-08-15,1,0,0.6701,0.0517,0.84,0.7183,1,63,91,154
3,0,2016-08-15,2,0,0.6639,0.1207,0.85,0.7126,1,45,42,87
3,0,2016-08-15,3,0,0.6639,0.1552,0.85,0.7126,1,36,36,72
3,0,2016-08-15,4,0,0.6514,0.0172,0.88,0.7023,1,18,13,31
3,0,2016-08-15,5,0,0.6451,0.1207,0.88,0.6946,1,15,17,32
3,0,2016-08-15,6,0,0.6555,0.0345,0.85,0.7023,1,18,7,25
3,0,2016-08-15,7,0,0.6827,0.069,0.79,0.7234,1,13,3,16
3,0,2016-08-15,8,0,0.7077,0.1207,0.73,0.7419,1,4,4,8
3,0,2016-08-15,9,0,0.7349,0.1207,0.64,0.7538,1,6,18,24
3,0,2016-08-15,10,0,0.7808,0.1552,0.57,0.7908,1,6,58,64
3,0,2016-08-15,11,0,0.7871,0.1897,0.59,0.8036,1,12,172,184
3,0,2016-08-15,12,0,0.7662,0.2586,0.69,0.8047,1,28,406,434
3,0,2016-08-15,13,0,0.7683,0.2241,0.7,0.8097,1,38,256,294
3,0,2016-08-15,14,0,0.7871,0.1724,0.66,0.8224,1,60,98,158
3,0,2016-08-15,15,0,0.81,0.1552,0.53,0.8144,1,83,104,187
3,0,2016-08-15,16,0,0.8121,0.1897,0.55,0.8221,2,101,130,231
3,0,2016-08-15,17,0,0.8017,0.2241,0.53,0.8042,2,86,121,207
3,0,2016-08-15,18,0,0.785,0.2241,0.52,0.7813,2,108,98,206
3,0,2016-08-15,19,0,0.7683,0.1897,0.56,0.7727,1,93,131,224
3,0,2016-08-15,20,0,0.7641,0.1724,0.6,0.7784,1,121,270,391
3,0,2016-08-15,21,0,0.7495,0.1379,0.69,0.7834,1,114,461,575
3,0,2016-08-15,22,0,0.7453,0.2069,0.72,0.7858,2,125,300,425
3,0,2016-08-15,23,0,0.7432,0.1897,0.78,0.7971,2,96,201,297
3,1,2016-08-16,0,0,0.739,0.2414,0.87,0.8141,2,80,132,212
3,1,2016-08-16,1,0,0.7349,0.1724,0.91,0.8176,2,59,88,147
3,1,2016-08-16,2,0,0.7307,0.0862,0.94,0.8186,3,43,56,99
3,1,2016-08-16,3,0,0.7223,0.1207,0.95,0.8097,3,47,31,78
3,1,2016-08-16,4,0,0.7244,0.1034,0.96,0.814,3,13,11,24
3,1,2016-08-16,5,0,0.7223,0.1552,0.96,0.8125,3,9,6,15
3,1,2016-08-16,6,0,0.7203,0.1724,0.96,0.8096,3,2,3,5
3,1,2016-08-16,7,0,0.7265,0.2759,0.96,0.8169,3,1,1,2
3,1,2016-08-16,8,0,0.7265,0.3276,0.96,0.8169,3,2,1,3
3,1,2016-08-16,9,0,0.7077,0.3793,0.94,0.787,3,2,3,5
3,1,2016-08-16,10,0,0.7161,0.431,0.94,0.7984,3,0,17,17
3,1,2016-08-16,11,0,0.737,0.3793,0.93,0.8246,3,1,27,28
3,1,2016-08-16,12,0,0.7996,0.4828,0.84,0.891,3,5,78,83
3,1,2016-08-16,13,0,0.8142,0.4655,0.8,0.9003,3,11,45,56
3,1,2016-08-16,14,0,0.8455,0.7241,0.71,0.9161,3,16,54,70
3,1,2016-08-16,15,0,0.8664,0.7069,0.63,0.9175,3,20,66,86
3,1,2016-08-16,16,0,0.8455,0.7069,0.63,0.8901,1,62,95,157
3,1,2016-08-16,17,0,0.7829,0.7069,0.65,0.8147,1,37,96,133
3,1,2016-08-16,18,0,0.7474,0.8621,0.66,0.7733,1,40,82,122
3,1,2016-08-16,19,0,0.7077,0.8276,0.71,0.7368,1,50,110,160
3,1,2016-08-16,20,0,0.7035,0.5172,0.74,0.7388,1,63,226,289
3,1,2016-08-16,21,0,0.691,0.3966,0.75,0.7255,1,83,418,501
3,1,2016-08-16,22,0,0.6743,0.2586,0.8,0.7152,1,94,295,389
3,1,2016-08-16,23,0,0.6639,0.2241,0.81,0.7044,1,63,189,252
3,2,2016-08-17,0,0,0.6701,0.2759,0.8,0.71,1,45,147,192
3,2,2016-08-17,1,0,0.6472,0.2069,0.85,0.6921,1,43,96,139
3,2,2016-08-17,2,0,0.6472,0.2241,0.84,0.6901,1,34,69,103
3,2,2016-08-17,3,0,0.6305,0.1897,0.88,0.6767,1,17,38,55
3,2,2016-08-17,4,0,0.6242,0.1034,0.87,0.6682,1,25,27,52
3,2,2016-08-17,5,0,0.6033,0.1724,0.9,0.648,1,11,10,21
3,2,2016-08-17,6,0,0.6242,0.1034,0.89,0.6711,1,20,9,29
3,2,2016-08-17,7,0,0.666,0.1207,0.81,0.7069,1,4,7,11
3,2,2016-08-17,8,0,0.7015,0.1379,0.75,0.7383,1,2,1,3
3,2,2016-08-17,9,0,0.7035,0.1034,0.72,0.7337,1,0,14,14
3,2,2016-08-17,10,0,0.7035,0.1552,0.73,0.7367,1,0,62,62
3,2,2016-08-17,11,0,0.7495,0.1207,0.65,0.7738,1,9,197,206
3,2,2016-08-17,12,0,0.7724,0.2586,0.6,0.7886,1,32,438,470
3,2,2016-08-17,13,0,0.7912,0.1207,0.52,0.7887,1,29,261,290
3,2,2016-08-17,14,0,0.7996,0.3448,0.61,0.8248,1,29,114,143
3,2,2016-08-17,15,0,0.8142,0.3103,0.6,0.8401,1,60,107,167
3,2,2016-08-17,16,0,0.8267,0.2586,0.6,0.8552,1,73,151,224
3,2,2016-08-17,17,0,0.7954,0.2414,0.62,0.8217,1,70,138,208
3,2,2016-08-17,18,0,0.762,0.2759,0.69,0.7993,1,64,107,171
3,2,2016-08-17,19,0,0.7453,0.1207,0.76,0.795,2,63,141,204
3,2,2016-08-17,20,0,0.7495,0.0345,0.76,0.8005,2,106,283,389
3,2,2016-08-17,21,0,0.7453,0.1552,0.79,0.8022,2,83,484,567
3,2,2016-08-17,22,0,0.7244,0.1207,0.84,0.7868,1,91,323,414
3,2,2016-08-17,23,0,0.7265,0.1552,0.82,0.7847,1,110,212,322
3,3,2016-08-18,0,0,0.7077,0.069,0.83,0.7638,1,68,155,223
3,3,2016-08-18,1,0,0.7056,0.1724,0.85,0.7646,1,45,109,154
3,3,2016-08-18,2,0,0.7077,0.1897,0.85,0.7673,1,28,63,91
3,3,2016-08-18,3,0,0.7077,0.2759,0.83,0.7638,1,28,63,91
3,3,2016-08-18,4,0,0.6931,0.3276,0.85,0.7484,1,15,36,51
3,3,2016-08-18,5,0,0.6764,0.2931,0.88,0.7338,1,12,18,30
3,3,2016-08-18,6,0,0.6764,0.2414,0.88,0.7338,1,10,2,12
3,3,2016-08-18,7,0,0.7015,0.2759,0.82,0.7534,1,10,6,16
3,3,2016-08-18,8,0,0.7307,0.3621,0.78,0.7819,1,0,4,4
3,3,2016-08-18,9,0,0.7557,0.3621,0.73,0.8016,1,5,20,25
3,3,2016-08-18,10,0,0.7662,0.2759,0.71,0.8093,1,5,51,56
3,3,2016-08-18,11,0,0.7808,0.2069,0.65,0.812,1,6,195,201
3,3,2016-08-18,12,0,0.8079,0.0862,0.57,0.8233,1,37,450,487
3,3,2016-08-18,13,0,0.8309,0.2241,0.57,0.8513,1,30,224,254
3,3,2016-08-18,14,0,0.8392,0.0172,0.54,0.853,1,51,125,176
3,3,2016-08-18,15,0,0.8309,0.1207,0.58,0.8548,1,68,105,173
3,3,2016-08-18,16,0,0.8058,0.2759,0.62,0.8351,1,64,136,200
3,3,2016-08-18,17,0,0.8038,0.2414,0.61,0.8301,1,95,161,256
3,3,2016-08-18,18,0,0.7996,0.1724,0.6,0.8215,1,118,114,232
3,3,2016-08-18,19,0,0.7808,0.1379,0.62,0.8043,1,133,142,275
3,3,2016-08-18,20,0,0.7578,0.1897,0.67,0.7884,1,124,271,395
3,3,2016-08-18,21,0,0.7662,0.1379,0.67,0.799,3,123,412,535
3,3,2016-08-18,22,0,0.7453,0.069,0.76,0.795,1,105,290,395
3,3,2016-08-18,23,0,0.7474,0.0345,0.76,0.7978,1,79,210,289
3,4,2016-08-19,0,0,0.7411,0.1897,0.76,0.7896,1,88,158,246
3,4,2016-08-19,1,0,0.7161,0.1897,0.75,0.7565,1,45,106,151
3,4,2016-08-19,2,0,0.6952,0.2069,0.81,0.7433,1,66,90,156
3,4,2016-08-19,3,0,0.6868,0.0517,0.84,0.7393,1,39,75,114
3,4,2016-08-19,4,0,0.6827,0.069,0.83,0.7318,1,15,30,45
3,4,2016-08-19,5,0,0.6576,0.1379,0.9,0.7144,1,16,25,41
3,4,2016-08-19,6,0,0.6848,0.1207,0.82,0.7323,1,18,18,36
3,4,2016-08-19,7,0,0.7223,0.0517,0.78,0.7711,1,11,6,17
3,4,2016-08-19,8,0,0.7683,0.0517,0.66,0.7994,1,3,3,6
3,4,2016-08-19,9,0,0.8058,0.1552,0.53,0.8093,1,3,17,20
3,4,2016-08-19,10,0,0.8351,0.1724,0.5,0.8349,1,2,47,49
3,4,2016-08-19,11,0,0.8434,0.1724,0.58,0.8711,1,13,165,178
3,4,2016-08-19,12,0,0.8392,0.3621,0.55,0.8552,1,41,399,440
3,4,2016-08-19,13,0,0.858,0.2414,0.53,0.8725,1,47,274,321
3,4,2016-08-19,14,0,0.8706,0.3448,0.51,0.8818,1,52,115,167
3,4,2016-08-19,15,0,0.8768,0.2759,0.45,0.8678,1,61,109,170
3,4,2016-08-19,16,0,0.8643,0.3103,0.48,0.8628,1,80,153,233
3,4,2016-08-19,17,0,0.8413,0.3103,0.5,0.8416,1,96,141,237
3,4,2016-08-19,18,0,0.8038,0.2759,0.61,0.8301,1,112,130,242
3,4,2016-08-19,19,0,0.7766,0.2414,0.69,0.8182,1,121,152,273
3,4,2016-08-19,20,0,0.762,0.2414,0.72,0.8062,1,101,279,380
3,4,2016-08-19,21,0,0.7557,0.1552,0.77,0.8112,1,118,372,490
3,4,2016-08-19,22,0,0.7516,0.1379,0.81,0.8156,1,109,225,334
3,4,2016-08-19,23,0,0.7474,0.069,0.83,0.815,1,106,175,281
3,5,2016-08-20,0,1,0.7516,0.0862,0.82,0.8181,1,68,128,196
3,5,2016-08-20,1,1,0.7495,0.1552,0.81,0.8128,3,78,91,169
3,5,2016-08-20,2,1,0.7203,0.2241,0.92,0.8002,4,64,83,147
3,5,2016-08-20,3,1,0.714,0.1552,0.93,0.7929,4,52,74,126
3,5,2016-08-20,4,1,0.7098,0.1207,0.93,0.7873,2,49,39,88
3,5,2016-08-20,5,1,0.7098,0.1379,0.94,0.7899,2,38,28,66
3,5,2016-08-20,6,1,0.7035,0.1379,0.94,0.7814,2,26,22,48
3,5,2016-08-20,7,1,0.7244,0.2069,0.92,0.8059,1,7,5,12
3,5,2016-08-20,8,1,0.7599,0.1552,0.85,0.8375,1,2,3,5
3,5,2016-08-20,9,1,0.8038,0.1379,0.76,0.8726,1,2,4,6
3,5,2016-08-20,10,1,0.833,0.2241,0.68,0.8888,1,1,10,11
3,5,2016-08-20,11,1,0.8643,0.1724,0.58,0.8976,1,11,15,26
3,5,2016-08-20,12,1,0.858,0.2069,0.65,0.9127,1,26,47,73
3,5,2016-08-20,13,1,0.881,0.2931,0.58,0.9202,1,54,74,128
3,5,2016-08-20,14,1,0.9061,0.2931,0.51,0.9259,1,80,89,169
3,5,2016-08-20,15,1,0.8977,0.2931,0.5,0.9124,1,144,111,255
3,5,2016-08-20,16,1,0.881,0.3621,0.53,0.9013,1,172,111,283
3,5,2016-08-20,17,1,0.8643,0.2931,0.54,0.8841,1,191,140,331
3,5,2016-08-20,18,1,0.8225,0.2931,0.63,0.8593,1,182,136,318
3,5,2016-08-20,19,1,0.7996,0.2586,0.77,0.8709,1,238,135,373
3,5,2016-08-20,20,1,0.8017,0.3103,0.72,0.859,1,214,122,336
3,5,2016-08-20,21,1,0.7912,0.2069,0.78,0.862,1,201,101,302
3,5,2016-08-20,22,1,0.8058,0.2759,0.73,0.8674,1,213,122,335
3,5,2016-08-20,23,1,0.8079,0.2414,0.73,0.8703,1,187,110,297
3,6,2016-08-21,0,1,0.8079,0.2759,0.72,0.8676,1,131,111,242
3,6,2016-08-21,1,1,0.81,0.3103,0.7,0.8639,2,98,82,180
3,6,2016-08-21,2,1,0.8038,0.3103,0.73,0.8645,2,69,51,120
3,6,2016-08-21,3,1,0.8038,0.6034,0.7,0.8554,2,67,63,130
3,6,2016-08-21,4,1,0.7745,0.3103,0.78,0.839,2,39,58,97
3,6,2016-08-21,5,1,0.762,0.3103,0.8,0.8271,2,42,31,73
3,6,2016-08-21,6,1,0.7557,0.3276,0.82,0.8238,2,44,27,71
3,6,2016-08-21,7,1,0.6889,0.4828,0.82,0.7375,1,20,11,31
3,6,2016-08-21,8,1,0.7119,0.5862,0.7,0.7399,1,13,8,21
3,6,2016-08-21,9,1,0.7244,0.5172,0.64,0.7413,1,2,7,9
3,6,2016-08-21,10,1,0.7599,0.6379,0.55,0.7609,1,6,11,17
3,6,2016-08-21,11,1,0.7787,0.6207,0.52,0.7748,1,10,11,21
3,6,2016-08-21,12,1,0.7871,0.5862,0.47,0.7703,1,11,20,31
3,6,2016-08-21,13,1,0.8038,0.6034,0.48,0.7924,1,45,44,89
3,6,2016-08-21,14,1,0.8121,0.5862,0.45,0.7923,1,84,75,159
3,6,2016-08-21,15,1,0.7954,0.4828,0.48,0.7826,1,133,106,239
3,6,2016-08-21,16,1,0.7411,0.5862,0.53,0.7347,1,186,121,307
3,6,2016-08-21,17,1,0.6743,0.3103,0.79,0.7131,1,235,133,368
3,6,2016-08-21,18,1,0.6889,0.2931,0.74,0.7209,1,193,141,334
3,6,2016-08-21,19,1,0.6952,0.569,0.53,0.684,1,201,110,311
3,6,2016-08-21,20,1,0.6743,0.4828,0.54,0.6642,1,210,150,360
3,6,2016-08-21,21,1,0.6618,0.4828,0.58,0.6586,1,189,124,313
3,6,2016-08-21,22,1,0.6451,0.3276,0.63,0.6493,1,127,109,236
3,6,2016-08-21,23,1,0.6347,0.4483,0.65,0.6416,1,123,103,226
3,0,2016-08-22,0,0,0.6221,0.3276,0.66,0.6301,1,66,80,146
3,0,2016-08-22,1,0,0.6117,0.3793,0.67,0.6201,1,47,55,102
3,0,2016-08-22,2,0,0.5929,0.2931,0.71,0.6063,1,51,36,87
3,0,2016-08-22,3,0,0.5887,0.3103,0.71,0.6017,1,32,42,74
3,0,2016-08-22,4,0,0.572,0.2414,0.74,0.5886,1,6,16,22
3,0,2016-08-22,5,0,0.5491,0.1379,0.78,0.5695,1,6,7,13
3,0,2016-08-22,6,0,0.5532,0.1552,0.79,0.5755,1,2,4,6
3,0,2016-08-22,7,0,0.5887,0.1379,0.72,0.6032,1,3,2,5
3,0,2016-08-22,8,0,0.6305,0.1034,0.55,0.6202,1,3,2,5
3,0,2016-08-22,9,0,0.6367,0.1207,0.59,0.6336,1,0,8,8
3,0,2016-08-22,10,0,0.6973,0.1379,0.5,0.6797,1,4,52,56
3,0,2016-08-22,11,0,0.714,0.3793,0.47,0.6914,1,11,168,179
3,0,2016-08-22,12,0,0.7203,0.4483,0.46,0.6953,1,38,426,464
3,0,2016-08-22,13,0,0.7223,0.5,0.4,0.6842,1,42,240,282
3,0,2016-08-22,14,0,0.7578,0.2931,0.34,0.7049,1,44,104,148
3,0,2016-08-22,15,0,0.7683,0.3276,0.34,0.7156,1,63,97,160
3,0,2016-08-22,16,0,0.7683,0.4483,0.32,0.7103,1,92,112,204
3,0,2016-08-22,17,0,0.762,0.3103,0.34,0.7092,1,86,126,212
3,0,2016-08-22,18,0,0.737,0.3621,0.38,0.6944,1,69,106,175
3,0,2016-08-22,19,0,0.7077,0.3621,0.42,0.6734,1,84,136,220
3,0,2016-08-22,20,0,0.6806,0.2414,0.46,0.6546,1,125,288,413
3,0,2016-08-22,21,0,0.6534,0.1552,0.53,0.6398,1,104,418,522
3,0,2016-08-22,22,0,0.643,0.1207,0.56,0.6348,1,107,313,420
3,0,2016-08-22,23,0,0.6409,0.0862,0.57,0.6346,1,112,204,316
3,1,2016-08-23,0,0,0.6117,0.1207,0.64,0.6151,1,111,134,245
3,1,2016-08-23,1,0,0.5908,0.1724,0.72,0.6054,1,77,113,190
3,1,2016-08-23,2,0,0.5971,0.1207,0.71,0.6108,1,43,65,108
3,1,2016-08-23,3,0,0.5992,0.1379,0.72,0.6146,1,0,24,24
3,1,2016-08-23,4,0,0.5992,0.1552,0.75,0.6192,1,7,24,31
3,1,2016-08-23,5,0,0.5929,0.1207,0.75,0.6123,1,10,8,18
3,1,2016-08-23,6,0,0.5866,0.1552,0.8,0.6131,1,4,5,9
3,1,2016-08-23,7,0,0.6493,0.1897,0.71,0.6685,1,1,1,2
3,1,2016-08-23,8,0,0.7098,0.3103,0.57,0.709,1,2,4,6
3,1,2016-08-23,9,0,0.7578,0.3276,0.5,0.7453,1,4,17,21
3,1,2016-08-23,10,0,0.7891,0.3966,0.44,0.7643,1,7,62,69
3,1,2016-08-23,11,0,0.8038,0.3966,0.44,0.7801,1,18,191,209
3,1,2016-08-23,12,0,0.8267,0.4483,0.41,0.7971,1,42,449,491
3,1,2016-08-23,13,0,0.8413,0.3793,0.41,0.813,1,44,265,309
3,1,2016-08-23,14,0,0.8455,0.2759,0.39,0.8109,1,50,113,163
3,1,2016-08-23,15,0,0.8559,0.3793,0.38,0.8195,1,89,137,226
3,1,2016-08-23,16,0,0.8643,0.431,0.39,0.8317,1,84,138,222
3,1,2016-08-23,17,0,0.8392,0.3448,0.45,0.8232,1,109,118,227
3,1,2016-08-23,18,0,0.8205,0.3621,0.48,0.8113,1,136,103,239
3,1,2016-08-23,19,0,0.7912,0.3621,0.5,0.7831,1,105,158,263
3,1,2016-08-23,20,0,0.762,0.2759,0.52,0.7553,1,121,295,416
3,1,2016-08-23,21,0,0.7432,0.2241,0.52,0.7345,1,147,442,589
3,1,2016-08-23,22,0,0.7203,0.2414,0.55,0.7159,1,116,297,413
3,1,2016-08-23,23,0,0.7077,0.1724,0.58,0.7083,1,85,201,286
3,2,2016-08-24,0,0,0.6722,0.1552,0.64,0.6813,1,73,159,232
3,2,2016-08-24,1,0,0.6555,0.1897,0.69,0.6723,1,60,117,177
3,2,2016-08-24,2,0,0.6493,0.2069,0.73,0.672,1,56,83,139
3,2,2016-08-24,3,0,0.6409,0.1207,0.74,0.665,1,43,62,105
3,2,2016-08-24,4,0,0.6284,0.069,0.8,0.661,1,25,24,49
3,2,2016-08-24,5,0,0.6221,0.0862,0.83,0.6582,1,3,0,3
3,2,2016-08-24,6,0,0.6534,0.0862,0.8,0.6898,1,11,7,18
3,2,2016-08-24,7,0,0.6806,0.0172,0.76,0.7147,1,6,4,10
3,2,2016-08-24,8,0,0.739,0.1552,0.69,0.7703,1,1,3,4
3,2,2016-08-24,9,0,0.7954,0.1552,0.57,0.8077,1,4,15,19
3,2,2016-08-24,10,0,0.7954,0.2241,0.58,0.8108,1,4,55,59
3,2,2016-08-24,11,0,0.8163,0.3621,0.57,0.8338,1,14,181,195
3,2,2016-08-24,12,0,0.833,0.3448,0.54,0.845,1,37,440,477
3,2,2016-08-24,13,0,0.8497,0.3621,0.49,0.8488,1,49,269,318
3,2,2016-08-24,14,0,0.8747,0.4483,0.42,0.8542,1,74,112,186
3,2,2016-08-24,15,0,0.8935,0.5172,0.39,0.8652,1,90,117,207
3,2,2016-08-24,16,0,0.8706,0.4828,0.39,0.839,1,92,155,247
3,2,2016-08-24,17,0,0.8706,0.3621,0.39,0.839,1,126,135,261
3,2,2016-08-24,18,0,0.8392,0.4483,0.42,0.8141,1,97,115,212
3,2,2016-08-24,19,0,0.8246,0.4138,0.47,0.8134,1,109,140,249
3,2,2016-08-24,20,0,0.8205,0.3276,0.5,0.8171,1,121,269,390
3,2,2016-08-24,21,0,0.8163,0.1724,0.51,0.815,1,114,449,563
3,2,2016-08-24,22,0,0.7787,0.1724,0.6,0.7964,1,137,316,453
3,2,2016-08-24,23,0,0.7662,0.1897,0.68,0.8012,1,108,198,306
3,3,2016-08-25,0,0,0.7829,0.2414,0.64,0.8125,1,57,147,204
3,3,2016-08-25,1,0,0.7286,0.3793,0.9,0.8064,4,52,122,174
3,3,2016-08-25,2,0,0.7244,0.2241,0.94,0.8099,4,62,90,152
3,3,2016-08-25,3,0,0.7223,0.1379,0.95,0.8097,4,66,57,123
3,3,2016-08-25,4,0,0.7244,0.2069,0.95,0.8126,1,15,22,37
3,3,2016-08-25,5,0,0.7328,0.2241,0.94,0.8216,1,11,20,31
3,3,2016-08-25,6,0,0.7411,0.1207,0.94,0.8333,1,7,5,12
3,3,2016-08-25,7,0,0.7641,0.1552,0.9,0.856,1,4,0,4
3,3,2016-08-25,8,0,0.7808,0.2759,0.84,0.864,1,0,1,1
3,3,2016-08-25,9,0,0.8121,0.2069,0.77,0.8872,1,1,16,17
3,3,2016-08-25,10,0,0.8497,0.4828,0.64,0.8984,1,6,59,65
3,3,2016-08-25,11,0,0.8768,0.431,0.56,0.9068,1,14,158,172
3,3,2016-08-25,12,0,0.8852,0.2759,0.52,0.9031,1,36,419,455
3,3,2016-08-25,13,0,0.881,0.4483,0.51,0.8941,1,27,249,276
3,3,2016-08-25,14,0,0.8559,0.3793,0.6,0.894,1,58,117,175
3,3,2016-08-25,15,0,0.858,0.2759,0.61,0.8994,3,54,114,168
3,3,2016-08-25,16,0,0.8121,0.4138,0.8,0.8973,3,87,134,221
3,3,2016-08-25,17,0,0.7328,0.2586,0.93,0.8188,3,59,109,168
3,3,2016-08-25,18,0,0.7453,0.1552,0.93,0.8364,3,99,98,197
3,3,2016-08-25,19,0,0.7453,0.0517,0.92,0.835,1,90,139,229
3,3,2016-08-25,20,0,0.7474,0.1379,0.91,0.8351,1,64,222,286
3,3,2016-08-25,21,0,0.7474,0.1379,0.92,0.8379,1,38,148,186
3,3,2016-08-25,22,0,0.7599,0.2414,0.9,0.85,1,19,70,89
3,3,2016-08-25,23,0,0.7537,0.3793,0.81,0.8184,1,49,141,190
3,4,2016-08-26,0,0,0.7286,0.2931,0.88,0.8024,1,36,116,152
3,4,2016-08-26,1,0,0.714,0.1724,0.9,0.7866,1,23,93,116
3,4,2016-08-26,2,0,0.7077,0.2414,0.88,0.7745,1,61,82,143
3,4,2016-08-26,3,0,0.6973,0.1724,0.88,0.7608,1,31,44,75
3,4,2016-08-26,4,0,0.6973,0.1724,0.87,0.7584,1,15,30,45
3,4,2016-08-26,5,0,0.6722,0.1379,0.92,0.7364,1,14,14,28
3,4,2016-08-26,6,0,0.6681,0.1379,0.92,0.731,1,10,8,18
3,4,2016-08-26,7,0,0.7015,0.1379,0.88,0.7662,1,5,2,7
3,4,2016-08-26,8,0,0.7432,0.1379,0.71,0.7809,1,2,5,7
3,4,2016-08-26,9,0,0.7641,0.1207,0.66,0.7942,1,1,11,12
3,4,2016-08-26,10,0,0.7912,0.1724,0.58,0.8056,1,2,43,45
3,4,2016-08-26,11,0,0.81,0.1724,0.57,0.8259,1,13,168,181
3,4,2016-08-26,12,0,0.8309,0.3621,0.51,0.8329,1,28,405,433
3,4,2016-08-26,13,0,0.8539,0.431,0.51,0.8605,1,40,242,282
3,4,2016-08-26,14,0,0.8664,0.4138,0.47,0.8622,1,48,120,168
3,4,2016-08-26,15,0,0.8768,0.431,0.42,0.8567,1,87,108,195
3,4,2016-08-26,16,0,0.8685,0.3621,0.39,0.8366,1,85,151,236
3,4,2016-08-26,17,0,0.858,0.4655,0.39,0.8253,1,97,149,246
3,4,2016-08-26,18,0,0.8351,0.3448,0.44,0.8155,1,112,153,265
3,4,2016-08-26,19,0,0.7975,0.2759,0.48,0.785,1,105,139,244
3,4,2016-08-26,20,0,0.7599,0.4828,0.6,0.7733,1,119,316,435
3,4,2016-08-26,21,0,0.7265,0.3793,0.65,0.7457,1,122,352,474
3,4,2016-08-26,22,0,0.7056,0.3103,0.7,0.7323,1,107,269,376
3,4,2016-08-26,23,0,0.6994,0.2586,0.73,0.7316,1,109,197,306
3,5,2016-08-27,0,1,0.6868,0.2414,0.71,0.7126,1,72,139,211
3,5,2016-08-27,1,1,0.6827,0.2069,0.63,0.6907,1,64,122,186
3,5,2016-08-27,2,1,0.6555,0.1724,0.71,0.6758,1,80,92,172
3,5,2016-08-27,3,1,0.6514,0.1724,0.69,0.6675,1,53,55,108
3,5,2016-08-27,4,1,0.6159,0.0345,0.79,0.6447,1,32,42,74
3,5,2016-08-27,5,1,0.6493,0.0172,0.68,0.6635,1,18,34,52
3,5,2016-08-27,6,1,0.6284,0.069,0.73,0.6489,1,14,23,37
3,5,2016-08-27,7,1,0.6743,0.0517,0.66,0.6879,1,4,7,11
3,5,2016-08-27,8,1,0.7119,0.1034,0.66,0.7311,1,4,7,11
3,5,2016-08-27,9,1,0.7516,0.1552,0.59,0.7613,1,0,5,5
3,5,2016-08-27,10,1,0.7557,0.1207,0.54,0.7533,1,2,12,14
3,5,2016-08-27,11,1,0.7745,0.1724,0.53,0.7726,1,16,19,35
3,5,2016-08-27,12,1,0.7808,0.2241,0.57,0.7908,1,25,82,107
3,5,2016-08-27,13,1,0.7829,0.1724,0.53,0.7816,1,46,69,115
3,5,2016-08-27,14,1,0.7996,0.2069,0.52,0.7987,1,117,101,218
3,5,2016-08-27,15,1,0.8121,0.2241,0.45,0.7923,1,144,138,282
3,5,2016-08-27,16,1,0.8079,0.1207,0.46,0.791,1,181,144,325
3,5,2016-08-27,17,1,0.81,0.1552,0.48,0.7989,1,158,135,293
3,5,2016-08-27,18,1,0.7871,0.2069,0.48,0.7729,1,202,148,350
3,5,2016-08-27,19,1,0.7829,0.1379,0.5,0.7742,2,191,137,328
3,5,2016-08-27,20,1,0.7683,0.1379,0.52,0.7626,2,267,121,388
3,5,2016-08-27,21,1,0.7411,0.2069,0.62,0.7565,2,247,138,385
3,5,2016-08-27,22,1,0.7349,0.2586,0.69,0.7651,1,174,147,321
